,name,discord,released,release-date,romhack,gametypes,platforms,regions,genres,engines,developers,publishers,created,links
24,.hack//G.U. Volume 1: Rebirth,,2006,2006-06-20,False,[],[],"['USA / NTSC', 'JPN / NTSC']",[],[],[],[],2015-11-19T09:23:59Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pd0y226e'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pd0y226e'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pd0y226e/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pd0y226e/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pd0y226e/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pd0y226e/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwjpj7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pd0y226e/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pd0y226e/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pd0y226e/category/jdrqw4gk'}]"
25,.hack//G.U. Volume 2: Reminisce,,2006,2006-09-28,False,[],[],"['USA / NTSC', 'JPN / NTSC']",[],[],[],[],2017-07-04T05:55:04Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/kdk7ye1m'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=kdk7ye1m'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/kdk7ye1m/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/kdk7ye1m/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/kdk7ye1m/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/kdk7ye1m/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwjpj7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/kdk7ye1m/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/kdk7ye1m/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/kdk7ye1m/category/mkej1v92'}]"
26,.hack//G.U. Volume 3: Redemption,,2007,2007-01-18,False,[],[],"['USA / NTSC', 'JPN / NTSC']",[],[],[],[],2017-07-04T03:17:19Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o1ygzr1q'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o1ygzr1q'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o1ygzr1q/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o1ygzr1q/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o1ygzr1q/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o1ygzr1q/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwjpj7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o1ygzr1q/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o1ygzr1q/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o1ygzr1q/category/rkleo9w2'}]"
27,.hack//Infection,,2002,2002-06-20,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC', 'KOR / NTSC']",[],[],[],[],2015-05-03T18:10:28Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/k6qrzm1g'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=k6qrzm1g'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/k6qrzm1g/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/k6qrzm1g/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/k6qrzm1g/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/k6qrzm1g/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwjpj7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/k6qrzm1g/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/k6qrzm1g/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/k6qrzm1g/category/jdr3y0d6'}]"
28,.hack//Mutation,,2002,2002-09-19,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC', 'KOR / NTSC']",[],[],[],[],2016-09-29T22:45:41Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/369k2gdl'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=369k2gdl'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/369k2gdl/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/369k2gdl/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/369k2gdl/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/369k2gdl/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwjpj7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/369k2gdl/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/369k2gdl/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/369k2gdl/category/7kjrlz32'}]"
29,.hack//Outbreak,,2002,2002-12-12,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC', 'KOR / NTSC']",[],[],[],[],2017-07-04T05:41:52Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/y65p30de'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=y65p30de'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/y65p30de/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/y65p30de/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/y65p30de/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/y65p30de/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwjpj7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/y65p30de/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/y65p30de/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/y65p30de/category/wkpqw9vd'}]"
30,.hack//Quarantine,,2003,2003-04-10,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC', 'KOR / NTSC']",[],[],[],[],2017-07-04T05:48:04Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2ye1j'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=w6j2ye1j'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2ye1j/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2ye1j/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2ye1j/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2ye1j/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwjpj7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2ye1j/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2ye1j/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/w6j2ye1j/category/7dg5vx42'}]"
31,.kkrieger,,2004,2004-04-10,False,[],[],[],[],[],[],[],2015-07-01T02:06:22Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pdvnrv6w'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pdvnrv6w'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pdvnrv6w/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pdvnrv6w/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pdvnrv6w/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pdvnrv6w/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pdvnrv6w/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pdvnrv6w/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pdvnrv6w/category/jdrqqmnk'}]"
32,//N.P.P.D. RUSH//- The milk of Ultraviolet,,2014,2014-02-13,False,[],[],[],[],[],[],[],2022-04-07T16:37:15Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxvxm6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=v1pxvxm6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxvxm6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxvxm6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxvxm6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxvxm6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxvxm6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxvxm6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/v1pxvxm6/category/wdmrgx4k'}]"
33,007 Legends,https://discord.gg/H9QbkCN,2012,2012-10-16,False,[],[],[],[],[],[],[],2015-03-23T18:25:04Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/nd2g9v10'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=nd2g9v10'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/nd2g9v10/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/nd2g9v10/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/nd2g9v10/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/nd2g9v10/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/nd2g9v10/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/nd2g9v10/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/nd2g9v10/category/n2yl8zdo'}]"
34,007 Racing,,2000,2000-11-20,False,[],[],['USA / NTSC'],[],[],[],[],2018-03-31T17:24:50Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o1y93e46'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o1y93e46'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o1y93e46/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o1y93e46/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o1y93e46/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o1y93e46/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o1y93e46/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o1y93e46/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o1y93e46/category/rklq6r62'}]"
35,007: Agent Under Fire,https://discord.gg/H9QbkCN,2001,2001-11-13,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC', 'KOR / NTSC']",[],[],[],[],2015-01-03T22:44:26Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/y65r071e'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=y65r071e'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/y65r071e/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/y65r071e/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/y65r071e/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/y65r071e/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/y65r071e/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/y65r071e/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/y65r071e/category/zd3x9rdn'}]"
36,007: From Russia With Love,https://discord.gg/QArGemwuk7,2005,2005-11-01,False,[],[],"['USA / NTSC', 'EUR / PAL']",[],[],[],[],2015-03-09T18:17:35Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o1yql4dq'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o1yql4dq'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o1yql4dq/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o1yql4dq/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o1yql4dq/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o1yql4dq/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o1yql4dq/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o1yql4dq/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o1yql4dq/category/w204yokn'}]"
37,007: NightFire (GBA),https://discord.gg/H9QbkCN,2003,2003-03-17,False,[],[],"['USA / NTSC', 'EUR / PAL']",[],[],[],[],2016-09-06T03:34:49Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268j3kdp'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268j3kdp'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268j3kdp/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268j3kdp/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268j3kdp/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268j3kdp/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268j3kdp/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268j3kdp/derived-games'}]"
38,007: Nightfire Category Extensions,https://discord.gg/H9QbkCN,2002,2002-11-18,True,['53no817x'],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC']",[],[],[],[],2020-06-14T19:31:29Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1llvev1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1llvev1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1llvev1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1llvev1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1llvev1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1llvev1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'base-game', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjg360'}, {'rel': 'game', 'uri': 'https://www.speedrun.com/api/v1/games/m1zjg360'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1llvev1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1llvev1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1llvev1/category/9d8365w2'}]"
39,007: The World is Not Enough,,2000,2000-10-17,False,[],[],"['USA / NTSC', 'EUR / PAL']",[],[],[],[],2015-01-08T00:09:23Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/nd272v10'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=nd272v10'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/nd272v10/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/nd272v10/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/nd272v10/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/nd272v10/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/nd272v10/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/nd272v10/derived-games'}]"
40,007: The World is Not Enough (PS1),https://discord.gg/H9QbkCN,2000,2000-11-08,False,[],[],"['USA / NTSC', 'EUR / PAL']",[],[],[],[],2017-01-28T22:26:21Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/v1p5rpd8'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=v1p5rpd8'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/v1p5rpd8/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/v1p5rpd8/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/v1p5rpd8/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/v1p5rpd8/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/049rqr4v'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/v1p5rpd8/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/v1p5rpd8/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/v1p5rpd8/category/wk61mpqd'}]"
41,03.04,,2019,2019-01-01,False,[],[],[],[],[],[],[],2019-03-20T12:28:32Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o6gl8y8d'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o6gl8y8d'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o6gl8y8d/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o6gl8y8d/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o6gl8y8d/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o6gl8y8d/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o6gl8y8d/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o6gl8y8d/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o6gl8y8d/category/vdomx0o2'}]"
42,0error0,,2017,2017-06-04,True,['go1lem4p'],[],[],[],[],[],[],2017-07-30T22:30:17Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/y65pv8de'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=y65pv8de'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/y65pv8de/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/y65pv8de/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/y65pv8de/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/y65pv8de/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/y65pv8de/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/y65pv8de/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/y65pv8de/category/ndxp6x52'}]"
43,0R8 Demo,https://discord.gg/NFtdfJkskw,2018,2018-07-18,True,['x3n6vme4'],[],[],[],[],[],[],2021-06-25T01:01:05Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/46w22k96'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=46w22k96'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/46w22k96/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/46w22k96/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/46w22k96/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/46w22k96/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'base-game', 'uri': 'https://www.speedrun.com/api/v1/games/'}, {'rel': 'game', 'uri': 'https://www.speedrun.com/api/v1/games/'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/46w22k96/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/46w22k96/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/46w22k96/category/ndxe6pok'}]"
44,1 on 1 Government,,2000,2000-06-07,False,[],[],[],[],[],[],[],2022-06-23T15:33:42Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/yd4knwg6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=yd4knwg6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/yd4knwg6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/yd4knwg6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/yd4knwg6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/yd4knwg6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/yd4knwg6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/yd4knwg6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/yd4knwg6/category/zd35qjvk'}]"
